Title,Organisations,Link,Uploaded On,Opportunity Type,Status,Applied,Application Deadline,Impressions,Eligibility,Category,Region
Quantathon,"Indian Institute of Technology (IIT), Madras",https://unstop.com/hackathons/quantathon-cs-exebit-2025-iit-madras-1469137,2025-04-25T00:00:00+05:30,hackathons,recent,12,N/A,18133,"College Festival, Engineering Students, MBA Students, Undergraduate, Postgraduate, Coding Challenge, Finance, Strategy, Awards","College Festival, Engineering Students, MBA Students, Undergraduate, Postgraduate, Coding Challenge, Finance, Strategy, Awards",offline
OPC,"Indian Institute of Information Technology (IIIT), Una",https://unstop.com/hackathons/opc-indian-institute-of-information-technology-iiit-una-1468488,2025-04-24T00:00:00+05:30,hackathons,recent,158,N/A,20160,"Hackathon, Engineering Students, MBA Students, Undergraduate, Postgraduate, Fresher, Experienced Professionals","Hackathon, Engineering Students, MBA Students, Undergraduate, Postgraduate, Fresher, Experienced Professionals",online
Fusion - A Project Expo,Muffakham Jah College of Engineering & Technology,https://unstop.com/hackathons/fusion-a-project-expo-electrovenza-muffakham-jah-college-of-engineering-technology-1468359,2025-04-24T00:00:00+05:30,hackathons,recent,91,N/A,19447,"Engineering Students, Undergraduate, Coding Challenge","Engineering Students, Undergraduate, Coding Challenge",offline
Fusion – A Project Expo,"Muffakham Jah College of Engineering and Technology (MJCET), Hyderabad",https://unstop.com/hackathons/fusion-a-project-expo-electrovenza-muffakham-jah-college-of-engineering-and-technology-mjcet-hyderabad-1468156,2025-04-23T00:00:00+05:30,hackathons,recent,31,N/A,11091,"Engineering Students, MBA Students, Undergraduate, Postgraduate, Coding Challenge","Engineering Students, MBA Students, Undergraduate, Postgraduate, Coding Challenge",offline
AIWS Hackfest (AI + AWS),CertifyO,https://unstop.com/hackathons/aiws-hackfest-ai-aws-certifyo-1467064,2025-04-20T00:00:00+05:30,hackathons,recent,190,N/A,42337,"Coding Challenge, Hackathon, College Festival, Engineering Students, MBA Students, Undergraduate, Postgraduate","Coding Challenge, Hackathon, College Festival, Engineering Students, MBA Students, Undergraduate, Postgraduate",online
Swift-Hack,"Bennett University (BU), Greater Noida",https://unstop.com/hackathons/swift-hack-rescon-40-bennett-university-bu-greater-noida-1467125,2025-04-21T00:00:00+05:30,hackathons,recent,450,N/A,38968,"Hackathon, Coding Challenge, Data Science, Entrepreneurship, All","Hackathon, Coding Challenge, Data Science, Entrepreneurship, All",offline
DevNexus - Where Developers Converge,"The NorthCap University (NCU), Gurgaon",https://unstop.com/hackathons/devnexus-where-developers-converge-the-northcap-university-ncu-gurgaon-1467068,2025-04-21T00:00:00+05:30,hackathons,recent,304,N/A,33758,"Hackathon, Engineering Students, MBA Students, Undergraduate, Postgraduate","Hackathon, Engineering Students, MBA Students, Undergraduate, Postgraduate",online
Code Mafia,"Anna University, Chennai",https://unstop.com/hackathons/code-mafia-anna-university-chennai-1466067,2025-04-19T00:00:00+05:30,hackathons,recent,322,N/A,36018,"Coding Challenge, Simulation Game, Engineering Students, MBA Students, Postgraduate, Undergraduate","Coding Challenge, Simulation Game, Engineering Students, MBA Students, Postgraduate, Undergraduate",online
Hack Your Path 6.0,"Hyderabad Institute of Technology and Management (HITM), Hyderabad",https://unstop.com/hackathons/hack-your-path-60-hyderabad-institute-of-technology-and-management-hitm-hyderabad-1466283,2025-04-19T00:00:00+05:30,hackathons,recent,941,N/A,76326,"Hackathon, Engineering Students, MBA Students, Undergraduate, Postgraduate","Hackathon, Engineering Students, MBA Students, Undergraduate, Postgraduate",offline
Inventron,"KLE Technological University (KLE Tech), Hubli",https://unstop.com/hackathons/inventron-pleiades-kle-technological-university-kle-tech-hubli-1466206,2025-04-20T00:00:00+05:30,hackathons,recent,367,N/A,68103,"Hackathon, College Festival, Engineering Students, Undergraduate","Hackathon, College Festival, Engineering Students, Undergraduate",online
Hacktron,"Jaypee University of Engineering and Technology, Guna",https://unstop.com/hackathons/hacktron-jaypee-university-of-engineering-and-technology-guna-1465508,2025-04-17T04:58:00+05:30,hackathons,recent,314,N/A,43595,"Hackathon, Engineering Students, MBA Students, Undergraduate, Postgraduate","Hackathon, Engineering Students, MBA Students, Undergraduate, Postgraduate",offline
Hack Sprint,Muffakham Jah College Of Engineering And Technology,https://unstop.com/hackathons/hack-sprint-electrovenza-muffakham-jah-college-of-engineering-and-technology-1466093,2025-04-19T00:00:00+05:30,hackathons,recent,191,N/A,39630,"Hackathon, Poster Making, Engineering Students, Undergraduate, Postgraduate","Hackathon, Poster Making, Engineering Students, Undergraduate, Postgraduate",offline
CodeStorm 2025,The Bang Media,https://unstop.com/hackathons/codestorm-2025-the-bang-media-1466032,2025-04-18T00:00:00+05:30,hackathons,recent,89,N/A,74603,"Engineering Students, MBA Students, Undergraduate, Postgraduate, Coding Challenge, Hackathon","Engineering Students, MBA Students, Undergraduate, Postgraduate, Coding Challenge, Hackathon",online
Build a Virtual Trading Platform,BlueFund,https://unstop.com/hackathons/build-a-virtual-trading-platform-bluefund-1466048,2025-04-19T00:00:00+05:30,hackathons,recent,288,N/A,77171,"Coding Challenge, Engineering Students, MBA Students, Undergraduate, Postgraduate","Coding Challenge, Engineering Students, MBA Students, Undergraduate, Postgraduate",online
HacKronyX,"St. Vincent Pallotti College of Engineering and Technology (SVPCET), Nagpur",https://unstop.com/hackathons/hackronyx-st-vincent-pallotti-college-of-engineering-and-technology-svpcet-nagpur-1466009,2025-04-18T00:00:00+05:30,hackathons,recent,3355,N/A,176802,"Coding Challenge, Hackathon, All","Coding Challenge, Hackathon, All",offline
Ultimate Coding Showdown: ANDi Software Solutions Hackathon,ANDi Software Solutions,https://unstop.com/hackathons/join-the-ultimate-coding-showdown-at-the-andi-software-solutions-hackathon-andi-software-solutions-1466005,2025-04-18T00:00:00+05:30,hackathons,recent,494,N/A,64344,"Entrepreneurship, Article Writing, Business Plan, Coding Challenge, Designing, Engineering Students, Postgraduate, Undergraduate","Entrepreneurship, Article Writing, Business Plan, Coding Challenge, Designing, Engineering Students, Postgraduate, Undergraduate",online
Mini Hackathon,"JSS Academy of Technical Education (JSSATE), Bengaluru",https://unstop.com/hackathons/mini-hackathon-jss-academy-of-technical-education-jssate-bengaluru-1464494,2025-04-15T00:00:00+05:30,hackathons,recent,37,N/A,27463,"Coding Challenge, College Festival, Hackathon, Engineering Students, MBA Students, Undergraduate, Postgraduate","Coding Challenge, College Festival, Hackathon, Engineering Students, MBA Students, Undergraduate, Postgraduate",offline
Tech Blitz,"ITM University (ITM), Gwalior",https://unstop.com/hackathons/tech-blitz-itm-university-itm-gwalior-1465842,2025-04-18T00:00:00+05:30,hackathons,recent,138,N/A,37098,"Hackathon, All","Hackathon, All",offline
Lakshya CTF 2025,"Pune Institute of Computer Technology (PICT), School of Technology And Management (PICT STM), Pune",https://unstop.com/hackathons/lakshya-ctf-2025-pune-institute-of-computer-technology-pict-school-of-technology-and-management-pict-stm-pune-1465777,2025-03-29T00:00:00+05:30,hackathons,recent,201,N/A,17804,"Hackathon, Others, Engineering Students, MBA Students, Undergraduate, Postgraduate","Hackathon, Others, Engineering Students, MBA Students, Undergraduate, Postgraduate",online
ACM Cryptic Hunt,"Thapar Institute of Engineering and Technology (TIET), Patiala",https://unstop.com/hackathons/acm-cryptic-hunt-thapar-institute-of-engineering-and-technology-tiet-patiala-1465545,2025-04-17T00:00:00+05:30,hackathons,recent,282,N/A,39443,"Online Quiz, Engineering Students, MBA Students, Undergraduate, Postgraduate","Online Quiz, Engineering Students, MBA Students, Undergraduate, Postgraduate",online
TechSprint-48,Graphic Era University,https://unstop.com/p/techsprint-48-graphic-era-university-1465536,2025-04-17T00:00:00+05:30,hackathons,recent,1792,N/A,68210,"Hackathon, Awards, Engineering Students, MBA Students, Undergraduate, Postgraduate","Hackathon, Awards, Engineering Students, MBA Students, Undergraduate, Postgraduate",offline
Sentinel Hack 5.0,K S Institute of Technology,https://unstop.com/hackathons/sentinel-hack-50-k-s-institute-of-technology-1464775,2025-04-16T00:00:00+05:30,hackathons,recent,22,N/A,24714,"Hackathon, Awards, Engineering Students, MBA Students, Undergraduate, Postgraduate","Hackathon, Awards, Engineering Students, MBA Students, Undergraduate, Postgraduate",offline
Code-Blitz,Indian Institute Of Information Technology Bhopal,https://unstop.com/hackathons/code-blitz-indian-institute-of-information-technology-bhopal-1465205,2025-04-17T00:00:00+05:30,hackathons,recent,118,N/A,15740,"Coding Challenge, On Campus Quiz, Engineering Students, MBA Students, Undergraduate, Postgraduate","Coding Challenge, On Campus Quiz, Engineering Students, MBA Students, Undergraduate, Postgraduate",offline
ZenovateX 2025 – Innovation Hackathon,Kaizenspark Tech,https://unstop.com/hackathons/zenovatex-2025-innovation-hackathon-kaizenspark-tech-1465138,2025-04-16T00:00:00+05:30,hackathons,recent,208,N/A,118051,"Hackathon, Engineering Students, MBA Students, Undergraduate, Postgraduate","Hackathon, Engineering Students, MBA Students, Undergraduate, Postgraduate",online
Qubitx 2025,"GL Bajaj Group of Institutions, Mathura, Uttar Pradesh",https://unstop.com/hackathons/qubitx-2025-gl-bajaj-group-of-institutions-mathura-uttar-pradesh-1464228,2025-04-15T00:00:00+05:30,hackathons,recent,1005,N/A,62201,"Hackathon, Engineering Students, Undergraduate","Hackathon, Engineering Students, Undergraduate",offline
DataForge - An ML Hackathon,"Sardar Patel Institute of Technology (SPIT), Mumbai",https://unstop.com/hackathons/dataforge-an-ml-hackathon-sardar-patel-institute-of-technology-spit-mumbai-1463761,2025-04-15T19:00:36+05:30,hackathons,recent,366,N/A,46626,"Hackathon, Data Science, Data Analytics, Engineering, Engineering Students, MBA Students, Undergraduate, Postgraduate","Hackathon, Data Science, Data Analytics, Engineering, Engineering Students, MBA Students, Undergraduate, Postgraduate",offline
InnovAIte - Fueling Tomorrow With Smart Ideas,"Manipal University (MU), Jaipur",https://unstop.com/hackathons/innovaite-fueling-tomorrow-with-smart-ideas-manipal-university-mu-jaipur-1464548,2025-04-15T00:00:00+05:30,hackathons,recent,67,N/A,20098,"Presentation, Online Quiz, Engineering Students, MBA Students, Undergraduate, Postgraduate","Presentation, Online Quiz, Engineering Students, MBA Students, Undergraduate, Postgraduate",online
CREATHON@IPEC GZB.(HACKATHON),"Inderprastha Engineering College (IPEC), Ghaziabad",https://unstop.com/hackathons/hackathon-inderprastha-engineering-college-ipec-ghaziabad-1464841,2025-04-16T00:00:00+05:30,hackathons,recent,338,N/A,28729,"Hackathon, All","Hackathon, All",offline
HackTrepreneur,"KIET Group of Institutions (KIET), Ghaziabad",https://unstop.com/hackathons/hacktrepreneur-kiet-group-of-institutions-kiet-ghaziabad-1458837,2025-04-05T00:00:00+05:30,hackathons,recent,32,N/A,56884,"Hackathon, Engineering Students, MBA Students, Undergraduate, Postgraduate","Hackathon, Engineering Students, MBA Students, Undergraduate, Postgraduate",offline
Odoo Hackathon 2025,Odoo,https://unstop.com/hackathons/odoo-hackathon-odoo-1464473,2025-04-14T00:00:00+05:30,N/A,recent,11796,24,524577,"All, Coding Challenge, Hackathon","All, Coding Challenge, Hackathon",offline
NER Tech Hackathon 2.0,Amantya Technologies,https://unstop.com/hackathons/ner-tech-hackathon-20-amantya-technologies-1464004,2025-04-14T00:00:00+05:30,hackathons,recent,2057,N/A,99269,"All, Hackathon","All, Hackathon",offline
HackXios,"Indian Institute of Information Technology (IIIT), Bhopal",https://unstop.com/hackathons/hackxios-indian-institute-of-information-technology-iiit-bhopal-1464155,2025-04-14T00:00:00+05:30,hackathons,recent,326,N/A,29565,"All, Hackathon, Coding Challenge","All, Hackathon, Coding Challenge",online
Hackemon,Galgotias College Of Engineering & Technology,https://unstop.com/hackathons/hackemon-galgotias-college-of-engineering-technology-1462823,2025-04-11T00:00:00+05:30,hackathons,recent,1419,N/A,59070,"Hackathon, Engineering Students, MBA Students, Undergraduate, Postgraduate","Hackathon, Engineering Students, MBA Students, Undergraduate, Postgraduate",offline
Inceptrix 2025: Pan-India Hackathon,"School of Computer Science and Engineering (SCSE), Jain University",https://unstop.com/hackathons/inceptrix-2025-pan-india-hackathon-school-of-computer-science-and-engineering-scse-jain-university-1463456,2025-04-10T00:00:00+05:30,hackathons,recent,170,N/A,48980,"Coding Challenge, Engineering Students, MBA Students, Undergraduate, Postgraduate, Hackathon","Coding Challenge, Engineering Students, MBA Students, Undergraduate, Postgraduate, Hackathon",online
Hackattack 2025 -24 Hour Hackathon,"Sreyas Institute Of Engineering & Technology (SIET), Hyderabad, Telangana",https://unstop.com/hackathons/hackattack-2025-24-hour-hackathon-sreyas-institute-of-engineering-technology-siet-hyderabad-telangana-1461887,2025-04-10T00:00:00+05:30,hackathons,recent,36,N/A,31501,"Hackathon, Engineering, Others, Engineering Students, Undergraduate","Hackathon, Engineering, Others, Engineering Students, Undergraduate",offline
SuperNova Hacks,"GL Bajaj Institute Of Technology And Management (GLBITM), Greater Noida",https://unstop.com/hackathons/supernova-hacks-gl-bajaj-institute-of-technology-and-management-glbitm-greater-noida-1463822,2025-04-14T00:00:00+05:30,hackathons,recent,642,N/A,56101,"Engineering Students, Hackathon, MBA Students, Undergraduate, Postgraduate","Engineering Students, Hackathon, MBA Students, Undergraduate, Postgraduate",offline
Dexponent Airdrop Festival - Round 1,Dexponent Foundation,https://unstop.com/hackathons/dexponent-airdrop-festival-round-1-dexponent-airdrop-festival-building-the-future-of-defi-together-dexponent--1463288,2025-04-13T00:00:00+05:30,hackathons,recent,622,N/A,70797,"Hackathon, Coding Challenge, Data Analytics, All","Hackathon, Coding Challenge, Data Analytics, All",online
AminoVerse,Mahindra University,https://unstop.com/hackathons/aminoverse-entrepx-mahindra-university-1463604,2025-04-14T00:00:00+05:30,hackathons,recent,243,N/A,40978,"Entrepreneurship, Hackathon, Engineering Students, MBA Students, Undergraduate, Postgraduate","Entrepreneurship, Hackathon, Engineering Students, MBA Students, Undergraduate, Postgraduate",offline
Code 2 Champion,"ITM University, Raipur",https://unstop.com/hackathons/code-2-champion-innovritti-10-itm-university-raipur-1461072,2025-04-13T05:30:00+05:30,hackathons,recent,221,N/A,42723,"Coding Challenge, All","Coding Challenge, All",online
Build-A-CanSAT | 30 Hours National Level Hackathon,KLE Technological University,https://unstop.com/hackathons/build-a-cansat-kle-technological-university-1463293,2025-04-13T00:00:00+05:30,hackathons,recent,263,N/A,85133,"Designing, Hackathon, Engineering Students, MBA Students, Undergraduate, Postgraduate","Designing, Hackathon, Engineering Students, MBA Students, Undergraduate, Postgraduate",online
NutriForge: The Smart Dispensing Challenge,Farmience,https://unstop.com/hackathons/nutriforge-the-smart-dispensing-challenge-farmience-1463079,2025-04-13T00:00:00+05:30,hackathons,recent,53,N/A,74122,"Robotics, Hackathon, Engineering Students, MBA Students, Undergraduate, Postgraduate","Robotics, Hackathon, Engineering Students, MBA Students, Undergraduate, Postgraduate",online
CodeKombat: Inter-college DSA Competition,Ramanujan College,https://unstop.com/hackathons/codekombat-inter-college-dsa-competition-educen-ramanujan-college-1462826,2025-04-11T00:00:00+05:30,hackathons,recent,60,N/A,24174,"Coding Challenge, Engineering Students, MBA Students, Undergraduate, Postgraduate","Coding Challenge, Engineering Students, MBA Students, Undergraduate, Postgraduate",offline
Encode-25: 24-Hour Code-A-Thon | MREC,Malla Reddy engineering college (mrec),https://unstop.com/hackathons/encode-25-24-hour-code-a-thon-mrec-encode-25-malla-reddy-engineering-college-mrec-1457641,2025-04-03T00:00:00+05:30,hackathons,recent,54,N/A,40651,"Engineering Students, MBA Students, Undergraduate, Postgraduate, Coding Challenge, Fellowships, Hackathon","Engineering Students, MBA Students, Undergraduate, Postgraduate, Coding Challenge, Fellowships, Hackathon",offline
Vikasya,"RV University, Bangalore",https://unstop.com/hackathons/vikasya-rv-university-bangalore-1462956,2025-04-11T16:00:00+05:30,hackathons,recent,332,N/A,36864,"Engineering Students, MBA Students, Undergraduate, Postgraduate, Hackathon","Engineering Students, MBA Students, Undergraduate, Postgraduate, Hackathon",offline
YouTube Scheduler App Challenge,KVAR Technologies Private Limited,https://unstop.com/hackathons/youtube-scheduler-app-challenge-kvar-technologies-private-limited-1461002,2025-04-09T00:00:00+05:30,hackathons,recent,11,N/A,24427,"Coding Challenge, All","Coding Challenge, All",online
Mozohack 6.0,"SRM Institute of Science and Technology (SRMIST), Kattankulathur, Chennai",https://unstop.com/hackathons/mozohack-60-srm-institute-of-science-and-technology-kattankulathur-chennai-1462739,2025-04-11T00:00:00+05:30,hackathons,recent,900,N/A,44048,"Hackathon, Engineering Students, Postgraduate, Undergraduate, Coding Challenge, MBA Students","Hackathon, Engineering Students, Postgraduate, Undergraduate, Coding Challenge, MBA Students",offline
000 Virtual Hackathon,Kaizenspark Tech pvt ltd,https://unstop.com/hackathons/zenovatex-2025-virtual-hackathon-kaizenspark-tech-pvt-ltd-1462675,2025-04-11T00:00:00+05:30,hackathons,recent,11,N/A,10014,"Hackathon, Coding Challenge, All","Hackathon, Coding Challenge, All",online
Query Mania,"MGM's College of Engineering, Nanded",https://unstop.com/hackathons/query-mania-mgms-college-of-computer-science-and-information-technologymgmccsitnanded-1461886,2025-04-10T00:00:00+05:30,hackathons,recent,13,N/A,33863,"Coding Challenge, Engineering, Engineering Students, MBA Students, Undergraduate, Postgraduate","Coding Challenge, Engineering, Engineering Students, MBA Students, Undergraduate, Postgraduate",offline
Bug Munch,"MGM's College of Engineering, Nanded",https://unstop.com/hackathons/bug-munch-mgms-college-of-computer-science-and-information-technologymgmccsitnanded-1461906,2025-04-10T00:00:00+05:30,hackathons,recent,24,N/A,36544,"Coding Challenge, All","Coding Challenge, All",offline
Krithoathon 3.0,Vallurupalli Nageswara Rao Vignana Jyothi Institute of Engineering and Technology (VNRVJIET),https://unstop.com/hackathons/krithoathon-30-vallurupalli-nageswara-rao-vignana-jyothi-institute-of-engineering-and-technology-vnrvjiet-1455952,2025-04-03T00:00:00+05:30,hackathons,recent,1303,N/A,36278,"Hackathon, Engineering Students, Undergraduate","Hackathon, Engineering Students, Undergraduate",online
Python Striker,"MGM's College of Engineering, Nanded",https://unstop.com/hackathons/python-striker-mgms-college-of-computer-science-and-information-technologymgmccsitnanded-1461941,2025-04-10T00:00:00+05:30,hackathons,recent,37,N/A,34257,"All, Coding Challenge","All, Coding Challenge",offline
CodeX,"MGM's College of Engineering, Nanded",https://unstop.com/hackathons/codex-mgms-college-of-computer-science-and-information-technologymgmccsitnanded-1460118,2025-04-07T09:00:00+05:30,hackathons,recent,38,N/A,33197,"Coding Challenge, All","Coding Challenge, All",offline
Blind C,"MGM's College of Engineering, Nanded",https://unstop.com/hackathons/blind-c-mgms-college-of-computer-science-and-information-technologymgmccsitnanded-1460636,2025-04-08T00:00:00+05:30,hackathons,recent,52,N/A,32007,"Coding Challenge, Engineering Students, MBA Students, Undergraduate, Postgraduate, School Students","Coding Challenge, Engineering Students, MBA Students, Undergraduate, Postgraduate, School Students",offline
Nexovate - 24 Hours Offline Hackathon,"Geethanjali College of Engineering and Technology, (GCET Hyderabad)",https://unstop.com/hackathons/nexovate-24-hours-offline-hackathon-geethanjali-college-of-engineering-and-technology-gcet-hyderabad-1449116,2025-03-31T00:00:00+05:30,hackathons,recent,172,N/A,58918,"Engineering Students, MBA Students, Undergraduate, Postgraduate, Hackathon, Coding Challenge, Engineering","Engineering Students, MBA Students, Undergraduate, Postgraduate, Hackathon, Coding Challenge, Engineering",offline
The Social Hackathon,"CMR Institute of Technology (CMRIT), Bangalore",https://unstop.com/hackathons/the-social-hackathon-cmr-institute-of-technology-cmrit-bangalore-1461572,2025-04-09T00:00:00+05:30,hackathons,recent,926,N/A,52973,"Postgraduate, Engineering Students, Undergraduate, Hackathon, Coding Challenge","Postgraduate, Engineering Students, Undergraduate, Hackathon, Coding Challenge",offline
Symbiot 2025,"Vidya Vardhaka College of Engineering (VVCE), Mysore",https://unstop.com/hackathons/symbiot-vidya-vardhaka-college-of-engineering-vvce-mysore-1461575,2025-04-11T00:00:00+05:30,hackathons,recent,634,N/A,56288,"Hackathon, Engineering Students, MBA Students, Undergraduate, Postgraduate","Hackathon, Engineering Students, MBA Students, Undergraduate, Postgraduate",offline
HackForge 2025,"Mukesh Patel college of engineering and management, (MPSTME )",https://unstop.com/hackathons/hackforge-2025-mukesh-patel-college-of-engineering-and-management-mpstme-1460616,2025-04-08T00:00:00+05:30,hackathons,recent,283,N/A,30295,"Presentation, Coding Challenge, Hackathon, Engineering Students, MBA Students, Undergraduate, Postgraduate","Presentation, Coding Challenge, Hackathon, Engineering Students, MBA Students, Undergraduate, Postgraduate",online
HackSpectra 2025,"MGM's College of Engineering, Nanded",https://unstop.com/hackathons/hackspectra-2025-mgms-college-of-computer-science-and-information-technologymgmccsitnanded-1456243,2025-04-02T00:00:00+05:30,hackathons,recent,199,N/A,9684,"Coding Challenge, Data Science, Hackathon, Robotics, Data Analytics, Engineering Students, MBA Students, Undergraduate, Postgraduate, Experienced Professionals","Coding Challenge, Data Science, Hackathon, Robotics, Data Analytics, Engineering Students, MBA Students, Undergraduate, Postgraduate, Experienced Professionals",offline
Git Together,"Guru Gobind Singh Indraprastha University (GGSIPU), Delhi",https://unstop.com/hackathons/git-together-guru-gobind-singh-indraprastha-university-ggsipu-delhi-1461475,2025-04-09T00:00:00+05:30,hackathons,recent,606,N/A,32109,"Coding Challenge, Hackathon, All","Coding Challenge, Hackathon, All",online
Mappls Appathon by MapmyIndia,Jamia Millia Islamia New Delhi (JMI),https://unstop.com/hackathons/mappls-appathon-by-mapmyindia-exuberance-20-jamia-millia-islamia-new-delhi-jmi-1461708,2025-04-10T00:00:00+05:30,hackathons,recent,78,N/A,19261,"Postgraduate, Strategy, Coding Challenge, Entrepreneurship, Hackathon, Startup fair, Engineering Students, Undergraduate","Postgraduate, Strategy, Coding Challenge, Entrepreneurship, Hackathon, Startup fair, Engineering Students, Undergraduate",offline
Solution Sprint 2.0,"Vallurupalli Nageswara Rao Vignana Jyothi Institute of Engineering and Technology (VNRVJIET), Hyderabad",https://unstop.com/hackathons/solution-sprint-20-vallurupalli-nageswara-rao-vignana-jyothi-institute-of-engineering-and-technology-vnrvjiet-1460661,2025-04-08T00:00:00+05:30,hackathons,recent,300,N/A,11762,"Engineering Students, Undergraduate, Hackathon","Engineering Students, Undergraduate, Hackathon",online
ML Forge,Indian Institute of Technology (Banaras Hindu University),https://unstop.com/hackathons/ml-forge-shilp25-iit-bhu-1419778,2025-03-15T00:00:00+05:30,hackathons,recent,163,N/A,11359,"Engineering Students, MBA Students, Postgraduate, Undergraduate, College Festival","Engineering Students, MBA Students, Postgraduate, Undergraduate, College Festival",online
Codeblitz,Indian Institute of Technology (Banaras Hindu University),https://unstop.com/hackathons/codeblitz-shilp25-iit-bhu-1421360,2025-03-15T00:00:00+05:30,hackathons,recent,183,N/A,9892,"Engineering Students, MBA Students, Undergraduate, Postgraduate, Hackathon","Engineering Students, MBA Students, Undergraduate, Postgraduate, Hackathon",online
"Hack Gear 1.0 – A Tech Innovation Hackathon on AI, Blockchain, Cybersecurity & Web",Vision Institute of Technology-Aligarh (VIT-A),https://unstop.com/hackathons/hack-gear-10-a-tech-innovation-hackathon-on-ai-blockchain-cybersecurity-web-vision-institute-of-technology-al-1461417,2025-04-09T00:00:00+05:30,hackathons,recent,296,N/A,36213,"Hackathon, Engineering Students, Undergraduate","Hackathon, Engineering Students, Undergraduate",offline
Coding And Project Competition,Bucketstudy,https://unstop.com/hackathons/coding-and-project-competition-bucketstudy-1461754,2025-04-10T00:00:00+05:30,hackathons,recent,104,N/A,99890,"Engineering Students, MBA Students, Undergraduate, Postgraduate, Coding Challenge","Engineering Students, MBA Students, Undergraduate, Postgraduate, Coding Challenge",online
Code-Patti: The Ultimate UNO Bot Challenge,"Maulana Azad National Institute of Technology (MANIT), Bhopal",https://unstop.com/hackathons/code-patti-the-ultimate-uno-bot-challenge-maulana-azad-national-institute-of-technology-manit-bhopal-1461538,2025-04-09T00:00:00+05:30,hackathons,recent,206,N/A,20868,"Engineering Students, Undergraduate, Coding Challenge","Engineering Students, Undergraduate, Coding Challenge",online
MindSync,"Guru Tegh Bahadur Institute of Technology (GTBIT), New Delhi",https://unstop.com/hackathons/mindsync-guru-tegh-bahadur-institute-of-technology-gtbit-new-delhi-1461463,2025-04-09T00:00:00+05:30,hackathons,recent,329,N/A,32389,"Business Plan, Panel Discussion, Strategy, Presentation, Engineering Students, MBA Students, Undergraduate, Postgraduate","Business Plan, Panel Discussion, Strategy, Presentation, Engineering Students, MBA Students, Undergraduate, Postgraduate",offline
Research Hackathon,"Bennett University (BU), Greater Noida",https://unstop.com/hackathons/research-hackathon-rescon-40-bennett-university-bu-greater-noida-1460789,2025-04-08T00:00:00+05:30,hackathons,recent,269,N/A,53749,"Engineering Students, MBA Students, Undergraduate, Postgraduate, Hackathon, Case Study, Conclave, College Festival, Paper Presentation","Engineering Students, MBA Students, Undergraduate, Postgraduate, Hackathon, Case Study, Conclave, College Festival, Paper Presentation",offline
HackVyuha'25,SRM University - AP,https://unstop.com/hackathons/hackvyuha25-srm-university-ap-1460377,2025-04-08T00:00:00+05:30,hackathons,recent,1364,N/A,65059,"Hackathon, Engineering Students, MBA Students, Undergraduate, Postgraduate","Hackathon, Engineering Students, MBA Students, Undergraduate, Postgraduate",offline
Design For Delhi,"Delhi Technological University (DTU), New Delhi",https://unstop.com/hackathons/design-for-delhi-abhivyakti-dtu-new-delhi-1461089,2025-04-09T00:00:00+05:30,hackathons,recent,544,N/A,33347,"Designing, Hackathon, All","Designing, Hackathon, All",offline
Hack-the-Yug,"ITM University, Raipur",https://unstop.com/hackathons/hack-the-yug-innovritti-10-itm-university-raipur-1453175,2025-04-06T12:00:00+05:30,hackathons,recent,135,N/A,37770,"Coding Challenge, Presentation, College Festival, All","Coding Challenge, Presentation, College Festival, All",offline
Geenovate,"Geethanjali College of Engineering and Technology, (GCET Hyderabad)",https://unstop.com/hackathons/geenovate-geethanjali-college-of-engineering-and-technology-gcet-hyderabad-1458129,2025-04-04T00:00:00+05:30,hackathons,recent,114,N/A,39814,"Hackathon, Engineering Students, MBA Students, Undergraduate, Postgraduate","Hackathon, Engineering Students, MBA Students, Undergraduate, Postgraduate",offline
AutoDrive,"Indian Institute of Technology (IIT), Madras",https://unstop.com/p/autodrive-cea-fest-2025-civil-engineering-association-1460791,2025-04-08T00:00:00+05:30,hackathons,recent,196,N/A,33973,"All, Coding Challenge, Workshops","All, Coding Challenge, Workshops",offline
National Level Online Coding Challenge,"RV University, Bangalore",https://unstop.com/hackathons/national-level-online-coding-challenge-other-organization-not-listed-hear-1460531,2025-04-08T00:00:00+05:30,hackathons,recent,505,N/A,21457,"Engineering Students, MBA Students, Undergraduate, Postgraduate, Coding Challenge","Engineering Students, MBA Students, Undergraduate, Postgraduate, Coding Challenge",online
India's Best Coder,"Indian Institute of Technology (IIT), Bombay",https://unstop.com/hackathons/indias-best-coder-iit-bombay-1460622,2025-04-08T14:45:00+05:30,hackathons,recent,781,N/A,27855,"Coding Challenge, Engineering Students, MBA Students, Undergraduate, Postgraduate","Coding Challenge, Engineering Students, MBA Students, Undergraduate, Postgraduate",online
HackHerVerse ~ 1,"Rajalakshmi Engineering College (REC), Chennai",https://unstop.com/p/hackherverse-she-codes-she-leads-she-inspires-rajalakshmi-engineering-college-1458148,2025-04-08T18:00:00+05:30,hackathons,recent,1047,N/A,47100,"Hackathon, Engineering Students, Undergraduate","Hackathon, Engineering Students, Undergraduate",online
HackIndia 2025 : LIET UP West Regionals,Lloyd Institute of Engineering and Technology Greater Noida,https://unstop.com/hackathons/hackindia-2025-lloyd-institute-of-engineering-and-technology-greater-noida-1458902,2025-04-05T00:00:00+05:30,hackathons,recent,3321,N/A,96192,"Hackathon, Engineering Students, Undergraduate","Hackathon, Engineering Students, Undergraduate",offline
